alg,instance,rep,time,iterations,value
FI,ta061,42,4.4e-5,NA,4681
FI,ta061,43,6.3e-5,NA,4647
FI,ta061,44,6.2e-5,NA,4598
FI,ta061,45,5.5e-5,NA,4533
FI,ta061,46,6.7e-5,NA,4510
FI,ta061,47,5.6e-5,NA,4493
FI,ta061,48,6.3e-5,NA,4481
FI,ta061,49,0.000114,NA,4386
FI,ta061,50,6.0e-5,NA,4328
FI,ta061,51,5.6e-5,NA,4327
FI,ta061,52,7.2e-5,NA,4262
FI,ta061,53,5.3e-5,NA,4234
FI,ta061,54,6.0e-5,NA,4221
FI,ta061,55,4.5e-5,NA,4203
FI,ta061,56,5.9e-5,NA,4196
FI,ta061,57,5.6e-5,NA,4177
FI,ta061,58,5.4e-5,NA,4129
FI,ta061,59,6.0e-5,NA,4110
FI,ta061,60,5.6e-5,NA,4081
FI,ta061,61,0.00011,NA,4081
FI,ta061,62,0.000124,NA,4066
FI,ta061,63,9.8e-5,NA,4066
FI,ta061,64,9.8e-5,NA,4045
FI,ta061,65,5.6e-5,NA,4041
FI,ta061,66,5.6e-5,NA,4005
FI,ta061,67,5.4e-5,NA,3964
FI,ta061,68,6.2e-5,NA,3930
FI,ta061,69,7.0e-5,NA,3909
FI,ta061,70,6.2e-5,NA,3887
FI,ta061,71,9.8e-5,NA,3887
FI,ta061,72,5.3e-5,NA,3839
FI,ta061,73,0.000119,NA,3833
FI,ta061,74,5.6e-5,NA,3831
FI,ta061,75,5.3e-5,NA,3811
FI,ta061,76,5.6e-5,NA,3765
FI,ta061,77,0.000103,NA,3765
FI,ta061,78,8.2e-5,NA,3750
FI,ta061,79,3.6e-5,NA,3745
FI,ta061,80,6.4e-5,NA,3717
FI,ta061,81,0.000102,NA,3717
FI,ta061,82,6.5e-5,NA,3716
FI,ta061,83,4.7e-5,NA,3671
FI,ta061,84,5.4e-5,NA,3651
FI,ta061,85,7.5e-5,NA,3628
FI,ta061,86,0.000121,NA,3607
FI,ta061,87,0.000102,NA,3607
FI,ta061,88,5.7e-5,NA,3606
FI,ta061,89,5.5e-5,NA,3595
FI,ta061,90,0.000122,NA,3572
FI,ta061,91,6.4e-5,NA,3554
FI,ta061,92,7.2e-5,NA,3526
FI,ta061,93,0.00011,NA,3526
FI,ta061,94,6.3e-5,NA,3520
FI,ta061,95,5.4e-5,NA,3508
FI,ta061,96,5.6e-5,NA,3450
FI,ta061,97,0.000192,NA,3450
FI,ta061,98,0.000138,NA,3450
FI,ta061,99,5.5e-5,NA,3442
FI,ta061,100,0.000126,NA,3442
BI,ta061,1,0.000123,NA,5732
BI,ta061,2,0.000112,NA,5709
BI,ta061,3,0.000121,NA,5628
BI,ta061,4,0.000111,NA,5536
BI,ta061,5,0.000192,NA,5494
BI,ta061,6,0.000114,NA,5409
BI,ta061,7,0.000122,NA,5348
BI,ta061,8,0.00011,NA,5254
BI,ta061,9,0.00012,NA,5175
BI,ta061,10,0.000111,NA,5173
BI,ta061,11,0.000123,NA,5153
BI,ta061,12,0.000183,NA,5085
BI,ta061,13,0.000121,NA,5043
BI,ta061,14,0.000112,NA,4981
BI,ta061,15,0.000122,NA,4967
BI,ta061,16,0.000111,NA,4847
BI,ta061,17,0.000121,NA,4841
BI,ta061,18,0.000114,NA,4796
BI,ta061,19,0.000192,NA,4750
BI,ta061,20,0.000112,NA,4690
BI,ta061,21,0.000122,NA,4576
BI,ta061,22,0.000112,NA,4532
BI,ta061,23,0.000121,NA,4532
BI,ta061,24,0.000113,NA,4389
BI,ta061,25,0.000187,NA,4336
BI,ta061,26,0.000114,NA,4240
BI,ta061,27,0.000123,NA,4201
BI,ta061,28,0.000112,NA,4153
BI,ta061,29,0.000121,NA,4032
BI,ta061,30,0.000114,NA,3995
BI,ta061,31,0.000123,NA,3963
BI,ta061,32,0.000112,NA,3896
BI,ta061,33,0.000194,NA,3865
BI,ta061,34,0.000114,NA,3853
BI,ta061,35,0.000122,NA,3819
BI,ta061,36,0.000114,NA,3756
BI,ta061,37,0.000121,NA,3756
BI,ta061,38,0.000113,NA,3756
BI,ta061,39,0.000121,NA,3719
BI,ta061,40,0.000111,NA,3689
BI,ta061,41,0.000119,NA,3650
BI,ta061,42,0.00011,NA,3650
BI,ta061,43,0.000118,NA,3650
BI,ta061,44,0.000108,NA,3611
BI,ta061,45,0.000119,NA,3605
BI,ta061,46,0.000109,NA,3598
BI,ta061,47,0.00012,NA,3585
BI,ta061,48,0.00011,NA,3585
BI,ta061,49,0.000119,NA,3569
BI,ta061,50,0.000108,NA,3508
BI,ta061,51,0.000134,NA,3508
BI,ta061,52,0.000215,NA,3508
BI,ta061,53,0.000122,NA,3508
BI,ta061,54,0.000111,NA,3477
BI,ta061,55,0.000119,NA,3453
BI,ta061,56,0.000109,NA,3453
BI,ta061,57,0.000118,NA,3453
BI,ta061,58,0.00011,NA,3421
BI,ta061,59,0.000128,NA,3362
BI,ta061,60,0.000179,NA,3298
BI,ta061,61,0.000121,NA,3146
BI,ta061,62,0.000109,NA,3025
BI,ta061,63,0.00012,NA,3025
BI,ta061,64,0.000108,NA,3010
BI,ta061,65,0.000118,NA,3010
BI,ta061,66,0.000109,NA,3001
BI,ta061,67,0.000118,NA,3001
BI,ta061,68,0.000109,NA,3001
BI,ta061,69,0.000119,NA,2991
BI,ta061,70,0.00011,NA,2991
BI,ta061,71,0.000117,NA,2982
BI,ta061,72,0.000109,NA,2978
BI,ta061,73,0.000119,NA,2978
BI,ta061,74,0.00011,NA,2978
BI,ta061,75,0.000122,NA,2978
BI,ta061,76,0.000112,NA,2966
BI,ta061,77,0.000119,NA,2966
BI,ta061,78,0.00011,NA,2961
BI,ta061,79,0.00012,NA,2952
BI,ta061,80,0.000109,NA,2913
BI,ta061,81,0.000118,NA,2913
BI,ta061,82,0.000115,NA,2913
BI,ta061,83,0.000119,NA,2913
BI,ta061,84,0.00011,NA,2913
BI,ta061,85,0.000118,NA,2880
BI,ta061,86,0.000108,NA,2858
BI,ta061,87,0.000119,NA,2837
BI,ta061,88,0.000109,NA,2752
BI,ta061,89,0.000192,NA,2743
BI,ta061,90,0.000109,NA,2737
BI,ta061,91,0.000118,NA,2735
BI,ta061,92,0.000109,NA,2735
BI,ta061,93,0.000118,NA,2713
BI,ta061,94,0.000108,NA,2682
BI,ta061,95,0.000118,NA,2680
BI,ta061,96,0.000178,NA,2680
BI,ta061,97,0.000118,NA,2680
BI,ta061,98,0.000113,NA,2680
BI,ta061,99,0.000119,NA,2680
BI,ta061,100,0.00011,NA,2645
FI,ta062,1,6.2e-5,NA,5691
FI,ta062,2,6.2e-5,NA,5683
FI,ta062,3,6.2e-5,NA,5617
FI,ta062,4,0.000144,NA,5609
FI,ta062,5,0.000117,NA,5609
FI,ta062,6,7.5e-5,NA,5537
FI,ta062,7,6.9e-5,NA,5495
FI,ta062,8,6.3e-5,NA,5492
FI,ta062,9,5.7e-5,NA,5478
FI,ta062,10,0.000117,NA,5478
FI,ta062,11,5.8e-5,NA,5470
FI,ta062,12,0.000118,NA,5470
FI,ta062,13,8.0e-5,NA,5457
FI,ta062,14,6.8e-5,NA,5438
FI,ta062,15,6.0e-5,NA,5409
FI,ta062,16,6.6e-5,NA,5306
FI,ta062,17,6.1e-5,NA,5279
FI,ta062,18,6.2e-5,NA,5277
FI,ta062,19,6.0e-5,NA,5241
FI,ta062,20,0.000116,NA,5241
FI,ta062,21,0.000113,NA,5241
FI,ta062,22,6.9e-5,NA,5128
FI,ta062,23,6.4e-5,NA,5108
FI,ta062,24,0.00019,NA,5108
FI,ta062,25,0.000115,NA,5108
FI,ta062,26,6.3e-5,NA,5100
FI,ta062,27,0.000113,NA,5100
FI,ta062,28,6.6e-5,NA,5090
FI,ta062,29,6.2e-5,NA,5084
FI,ta062,30,7.0e-5,NA,5083
FI,ta062,31,5.6e-5,NA,5073
FI,ta062,32,7.0e-5,NA,5072
FI,ta062,33,6.0e-5,NA,5021
FI,ta062,34,0.000131,NA,5000
FI,ta062,35,5.8e-5,NA,4952
FI,ta062,36,6.2e-5,NA,4912
FI,ta062,37,5.8e-5,NA,4905
FI,ta062,38,6.2e-5,NA,4896
FI,ta062,39,7.8e-5,NA,4864
FI,ta062,40,6.5e-5,NA,4859
FI,ta062,41,6.0e-5,NA,4817
FI,ta062,42,0.000119,NA,4817
FI,ta062,43,6.6e-5,NA,4795
FI,ta062,44,6.5e-5,NA,4769
FI,ta062,45,5.8e-5,NA,4728
FI,ta062,46,0.000168,NA,4704
FI,ta062,47,5.6e-5,NA,4686
FI,ta062,48,7.3e-5,NA,4621
FI,ta062,49,5.8e-5,NA,4589
FI,ta062,50,0.000115,NA,4589
FI,ta062,51,6.2e-5,NA,4535
FI,ta062,52,6.3e-5,NA,4434
FI,ta062,53,6.5e-5,NA,4406
FI,ta062,54,6.6e-5,NA,4370
FI,ta062,55,6.6e-5,NA,4367
FI,ta062,56,6.4e-5,NA,4340
FI,ta062,57,0.000123,NA,4339
FI,ta062,58,7.8e-5,NA,4234
FI,ta062,59,5.8e-5,NA,4214
FI,ta062,60,6.0e-5,NA,4169
FI,ta062,61,6.0e-5,NA,4126
FI,ta062,62,6.4e-5,NA,4125
FI,ta062,63,5.8e-5,NA,4042
FI,ta062,64,6.0e-5,NA,4040
FI,ta062,65,0.00011,NA,4040
FI,ta062,66,6.2e-5,NA,3999
FI,ta062,67,5.5e-5,NA,3978
FI,ta062,68,6.3e-5,NA,3932
FI,ta062,69,0.000147,NA,3911
FI,ta062,70,6.7e-5,NA,3887
FI,ta062,71,9.6e-5,NA,3886
FI,ta062,72,7.0e-5,NA,3872
FI,ta062,73,6.4e-5,NA,3826
FI,ta062,74,7.2e-5,NA,3801
FI,ta062,75,5.8e-5,NA,3793
FI,ta062,76,6.4e-5,NA,3675
FI,ta062,77,5.9e-5,NA,3670
FI,ta062,78,9.2e-5,NA,3635
FI,ta062,79,0.000162,NA,3589
FI,ta062,80,6.5e-5,NA,3576
FI,ta062,81,5.9e-5,NA,3552
FI,ta062,82,6.5e-5,NA,3480
FI,ta062,83,5.7e-5,NA,3468
FI,ta062,84,6.9e-5,NA,3421
FI,ta062,85,5.9e-5,NA,3408
FI,ta062,86,6.3e-5,NA,3389
FI,ta062,87,6.6e-5,NA,3377
FI,ta062,88,6.4e-5,NA,3339
FI,ta062,89,4.3e-5,NA,3338
FI,ta062,90,0.000116,NA,3292
FI,ta062,91,4.4e-5,NA,3259
FI,ta062,92,6.2e-5,NA,3252
FI,ta062,93,0.000111,NA,3244
FI,ta062,94,7.1e-5,NA,3203
FI,ta062,95,6.3e-5,NA,3192
FI,ta062,96,5.9e-5,NA,3146
FI,ta062,97,6.6e-5,NA,3133
FI,ta062,98,6.1e-5,NA,3115
FI,ta062,99,4.2e-5,NA,3113
FI,ta062,100,5.3e-5,NA,3045
BI,ta062,1,0.00019,NA,5708
BI,ta062,2,0.000117,NA,5659
BI,ta062,3,0.000138,NA,5615
BI,ta062,4,0.000107,NA,5554
BI,ta062,5,0.000137,NA,5517
BI,ta062,6,0.000132,NA,5378
BI,ta062,7,0.000114,NA,5324
BI,ta062,8,0.000104,NA,5288
BI,ta062,9,0.000112,NA,5288
BI,ta062,10,0.000168,NA,5253
BI,ta062,11,0.000114,NA,5190
BI,ta062,12,0.000101,NA,5190
BI,ta062,13,0.000112,NA,5137
BI,ta062,14,0.000104,NA,5137
BI,ta062,15,0.000112,NA,5121
BI,ta062,16,0.000102,NA,5096
BI,ta062,17,0.000175,NA,4996
BI,ta062,18,0.000106,NA,4937
BI,ta062,19,0.000115,NA,4905
BI,ta062,20,0.000102,NA,4883
BI,ta062,21,0.000115,NA,4862
BI,ta062,22,0.000103,NA,4862
BI,ta062,23,0.000112,NA,4862
BI,ta062,24,0.000102,NA,4851
BI,ta062,25,0.000173,NA,4668
BI,ta062,26,0.000104,NA,4532
BI,ta062,27,0.000113,NA,4485
BI,ta062,28,0.000102,NA,4485
BI,ta062,29,0.000124,NA,4408
BI,ta062,30,0.000102,NA,4378
BI,ta062,31,0.000122,NA,4350
BI,ta062,32,0.000159,NA,4245
BI,ta062,33,0.000113,NA,4244
BI,ta062,34,0.000101,NA,4191
BI,ta062,35,0.000112,NA,4191
BI,ta062,36,0.000102,NA,4191
BI,ta062,37,0.000112,NA,4152
BI,ta062,38,0.000102,NA,4152
BI,ta062,39,0.000114,NA,4152
BI,ta062,40,0.000166,NA,4152
BI,ta062,41,0.000112,NA,4150
BI,ta062,42,0.000136,NA,4150
BI,ta062,43,0.000121,NA,4107
BI,ta062,44,0.000106,NA,4107
BI,ta062,45,0.000116,NA,4107
BI,ta062,46,0.000106,NA,4093
BI,ta062,47,0.00018,NA,4054
BI,ta062,48,0.000109,NA,4006
BI,ta062,49,0.000116,NA,3996
BI,ta062,50,0.000107,NA,3986
BI,ta062,51,0.000116,NA,3913
BI,ta062,52,0.000107,NA,3882
BI,ta062,53,0.000116,NA,3857
BI,ta062,54,0.000173,NA,3844
BI,ta062,55,0.000118,NA,3816
BI,ta062,56,0.000108,NA,3794
BI,ta062,57,0.000118,NA,3789
BI,ta062,58,0.000107,NA,3740
BI,ta062,59,0.000118,NA,3729
BI,ta062,60,0.000106,NA,3671
BI,ta062,61,0.000185,NA,3671
BI,ta062,62,0.000109,NA,3671
BI,ta062,63,0.000117,NA,3611
BI,ta062,64,0.000106,NA,3571
BI,ta062,65,0.000116,NA,3543
BI,ta062,66,0.000106,NA,3498
BI,ta062,67,0.000115,NA,3432
BI,ta062,68,0.000106,NA,3425
BI,ta062,69,0.00018,NA,3425
BI,ta062,70,0.000108,NA,3425
BI,ta062,71,0.000117,NA,3415
BI,ta062,72,0.000107,NA,3415
BI,ta062,73,0.000117,NA,3415
BI,ta062,74,0.000106,NA,3403
BI,ta062,75,0.000116,NA,3353
BI,ta062,76,0.000171,NA,3353
BI,ta062,77,0.000117,NA,3344
BI,ta062,78,0.000106,NA,3340
BI,ta062,79,0.000115,NA,3340
BI,ta062,80,0.000107,NA,3337
BI,ta062,81,0.000117,NA,3324
BI,ta062,82,0.000107,NA,3324
BI,ta062,83,0.000117,NA,3324
BI,ta062,84,0.00017,NA,3324
BI,ta062,85,0.000116,NA,3309
BI,ta062,86,0.000106,NA,3275
BI,ta062,87,0.000116,NA,3275
BI,ta062,88,0.000107,NA,3275
BI,ta062,89,0.000117,NA,3275
BI,ta062,90,0.000106,NA,3275
BI,ta062,91,0.00019,NA,3275
BI,ta062,92,0.000108,NA,3275
BI,ta062,93,0.000118,NA,3268
BI,ta062,94,0.000105,NA,3268
BI,ta062,95,0.000116,NA,3268
BI,ta062,96,0.000107,NA,3268
BI,ta062,97,0.000115,NA,3208
BI,ta062,98,0.000174,NA,3207
BI,ta062,99,0.000116,NA,3207
BI,ta062,100,0.000106,NA,3207
FI,ta063,1,5.2e-5,NA,5742
FI,ta063,2,6.1e-5,NA,5677
FI,ta063,3,4.9e-5,NA,5668
FI,ta063,4,6.2e-5,NA,5658
FI,ta063,5,5.1e-5,NA,5619
FI,ta063,6,6.0e-5,NA,5522
FI,ta063,7,4.8e-5,NA,5504
FI,ta063,8,5.9e-5,NA,5496
FI,ta063,9,0.000112,NA,5466
FI,ta063,10,6.1e-5,NA,5465
FI,ta063,11,5.2e-5,NA,5452
FI,ta063,12,5.8e-5,NA,5450
FI,ta063,13,5.1e-5,NA,5414
FI,ta063,14,5.8e-5,NA,5385
FI,ta063,15,5.2e-5,NA,5342
FI,ta063,16,5.9e-5,NA,5331
FI,ta063,17,4.7e-5,NA,5302
FI,ta063,18,8.1e-5,NA,5289
FI,ta063,19,4.8e-5,NA,5229
FI,ta063,20,5.8e-5,NA,5219
FI,ta063,21,5.7e-5,NA,5214
FI,ta063,22,7.0e-5,NA,5203
FI,ta063,23,5.9e-5,NA,5158
FI,ta063,24,5.9e-5,NA,5089
FI,ta063,25,4.9e-5,NA,5054
FI,ta063,26,7.3e-5,NA,5006
FI,ta063,27,0.000106,NA,5006
FI,ta063,28,0.000114,NA,5006
FI,ta063,29,6.8e-5,NA,4975
FI,ta063,30,6.4e-5,NA,4948
FI,ta063,31,5.7e-5,NA,4947
FI,ta063,32,6.4e-5,NA,4878
FI,ta063,33,4.8e-5,NA,4827
FI,ta063,34,0.000128,NA,4776
FI,ta063,35,5.3e-5,NA,4734
FI,ta063,36,5.8e-5,NA,4677
FI,ta063,37,5.1e-5,NA,4675
FI,ta063,38,6.4e-5,NA,4616
FI,ta063,39,6.9e-5,NA,4612
FI,ta063,40,6.2e-5,NA,4608
FI,ta063,41,5.2e-5,NA,4583
FI,ta063,42,6.0e-5,NA,4540
FI,ta063,43,5.1e-5,NA,4537
FI,ta063,44,6.8e-5,NA,4531
FI,ta063,45,4.9e-5,NA,4526
FI,ta063,46,5.8e-5,NA,4494
FI,ta063,47,0.000111,NA,4460
FI,ta063,48,6.5e-5,NA,4418
FI,ta063,49,4.6e-5,NA,4406
FI,ta063,50,5.6e-5,NA,4307
FI,ta063,51,0.000108,NA,4307
FI,ta063,52,6.3e-5,NA,4280
FI,ta063,53,5.0e-5,NA,4276
FI,ta063,54,6.1e-5,NA,4252
FI,ta063,55,5.1e-5,NA,4232
FI,ta063,56,0.000115,NA,4232
FI,ta063,57,7.8e-5,NA,4228
FI,ta063,58,0.000123,NA,4223
FI,ta063,59,5.0e-5,NA,4184
FI,ta063,60,5.8e-5,NA,4182
FI,ta063,61,5.1e-5,NA,4158
FI,ta063,62,6.3e-5,NA,4150
FI,ta063,63,4.8e-5,NA,4143
FI,ta063,64,6.2e-5,NA,4126
FI,ta063,65,4.8e-5,NA,4110
FI,ta063,66,0.000114,NA,4110
FI,ta063,67,5.3e-5,NA,4068
FI,ta063,68,8.4e-5,NA,4033
FI,ta063,69,0.000106,NA,4033
FI,ta063,70,6.1e-5,NA,3996
FI,ta063,71,0.000122,NA,3991
FI,ta063,72,6.2e-5,NA,3945
FI,ta063,73,6.0e-5,NA,3928
FI,ta063,74,6.7e-5,NA,3924
FI,ta063,75,0.000104,NA,3924
FI,ta063,76,5.9e-5,NA,3916
FI,ta063,77,5.5e-5,NA,3895
FI,ta063,78,0.000107,NA,3894
FI,ta063,79,5.3e-5,NA,3891
FI,ta063,80,6.2e-5,NA,3862
FI,ta063,81,4.8e-5,NA,3859
FI,ta063,82,0.000122,NA,3828
FI,ta063,83,5.0e-5,NA,3782
FI,ta063,84,6.5e-5,NA,3682
FI,ta063,85,0.000105,NA,3682
FI,ta063,86,6.5e-5,NA,3678
FI,ta063,87,0.012249,NA,3659
FI,ta063,88,0.000139,NA,3624
FI,ta063,89,7.2e-5,NA,3605
FI,ta063,90,0.000134,NA,3580
FI,ta063,91,0.000115,NA,3580
FI,ta063,92,8.8e-5,NA,3575
FI,ta063,93,5.9e-5,NA,3567
FI,ta063,94,0.000137,NA,3567
FI,ta063,95,0.000116,NA,3567
FI,ta063,96,7.0e-5,NA,3526
FI,ta063,97,0.000188,NA,3526
FI,ta063,98,9.3e-5,NA,3523
FI,ta063,99,5.8e-5,NA,3510
FI,ta063,100,6.5e-5,NA,3506
BI,ta063,1,0.000133,NA,5603
BI,ta063,2,0.00012,NA,5383
BI,ta063,3,0.000132,NA,5356
BI,ta063,4,0.000113,NA,5308
BI,ta063,5,0.000124,NA,5240
BI,ta063,6,0.000182,NA,5236
BI,ta063,7,0.000128,NA,5111
BI,ta063,8,0.000123,NA,5073
BI,ta063,9,0.000122,NA,4935
BI,ta063,10,0.000111,NA,4905
BI,ta063,11,0.000122,NA,4720
BI,ta063,12,0.000111,NA,4720
BI,ta063,13,0.000195,NA,4690
BI,ta063,14,0.000113,NA,4683
BI,ta063,15,0.000122,NA,4672
BI,ta063,16,0.000112,NA,4656
BI,ta063,17,0.000121,NA,4619
BI,ta063,18,0.000111,NA,4506
BI,ta063,19,0.000121,NA,4506
BI,ta063,20,0.00018,NA,4389
BI,ta063,21,0.000124,NA,4327
BI,ta063,22,0.000113,NA,4241
BI,ta063,23,0.000123,NA,4209
BI,ta063,24,0.000115,NA,4172
BI,ta063,25,0.000123,NA,4149
BI,ta063,26,0.000111,NA,4129
BI,ta063,27,0.000194,NA,4129
BI,ta063,28,0.000113,NA,4129
BI,ta063,29,0.00012,NA,4022
BI,ta063,30,0.00011,NA,4022
BI,ta063,31,0.000121,NA,3982
BI,ta063,32,0.00011,NA,3982
BI,ta063,33,0.00012,NA,3926
BI,ta063,34,0.000182,NA,3914
BI,ta063,35,0.000124,NA,3869
BI,ta063,36,0.000113,NA,3858
BI,ta063,37,0.000121,NA,3691
BI,ta063,38,0.000111,NA,3681
BI,ta063,39,0.000122,NA,3651
BI,ta063,40,0.000109,NA,3633
BI,ta063,41,0.000193,NA,3531
BI,ta063,42,0.000113,NA,3488
BI,ta063,43,0.00012,NA,3488
BI,ta063,44,0.00011,NA,3488
BI,ta063,45,0.000121,NA,3398
BI,ta063,46,0.000112,NA,3378
BI,ta063,47,0.000122,NA,3295
BI,ta063,48,0.000179,NA,3250
BI,ta063,49,0.000123,NA,3229
BI,ta063,50,0.000111,NA,3219
BI,ta063,51,0.000124,NA,3219
BI,ta063,52,0.00011,NA,3179
BI,ta063,53,0.000123,NA,3126
BI,ta063,54,0.000183,NA,3110
BI,ta063,55,0.000124,NA,3070
BI,ta063,56,0.000111,NA,3070
BI,ta063,57,0.000121,NA,3039
BI,ta063,58,0.000111,NA,3021
BI,ta063,59,0.00012,NA,3010
BI,ta063,60,0.000111,NA,2965
BI,ta063,61,0.000122,NA,2956
BI,ta063,62,0.000111,NA,2926
BI,ta063,63,0.00019,NA,2902
BI,ta063,64,0.000113,NA,2874
BI,ta063,65,0.000123,NA,2871
BI,ta063,66,0.00011,NA,2831
BI,ta063,67,0.000121,NA,2831
BI,ta063,68,0.00011,NA,2825
BI,ta063,69,0.00013,NA,2682
BI,ta063,70,0.000213,NA,2647
BI,ta063,71,0.000123,NA,2647
BI,ta063,72,0.000113,NA,2647
BI,ta063,73,0.000121,NA,2617
BI,ta063,74,0.00011,NA,2617
BI,ta063,75,0.000123,NA,2602
BI,ta063,76,0.000109,NA,2590
BI,ta063,77,0.000199,NA,2590
BI,ta063,78,0.000112,NA,2578
BI,ta063,79,0.000122,NA,2565
BI,ta063,80,0.00011,NA,2538
BI,ta063,81,0.000122,NA,2514
BI,ta063,82,0.00011,NA,2514
BI,ta063,83,0.000121,NA,2514
BI,ta063,84,0.000188,NA,2485
BI,ta063,85,0.000131,NA,2460
BI,ta063,86,0.00011,NA,2449
BI,ta063,87,0.000122,NA,2422
BI,ta063,88,0.000112,NA,2414
BI,ta063,89,0.000122,NA,2394
BI,ta063,90,0.00011,NA,2394
BI,ta063,91,0.000193,NA,2394
BI,ta063,92,0.000111,NA,2365
BI,ta063,93,0.000124,NA,2309
BI,ta063,94,0.000114,NA,2308
BI,ta063,95,0.000121,NA,2274
BI,ta063,96,0.000117,NA,2270
BI,ta063,97,0.000122,NA,2255
BI,ta063,98,0.000189,NA,2255
BI,ta063,99,0.000122,NA,2249
BI,ta063,100,0.000118,NA,2242
FI,ta064,1,6.4e-5,NA,5415
FI,ta064,2,6.7e-5,NA,5343
FI,ta064,3,6.5e-5,NA,5279
FI,ta064,4,6.6e-5,NA,5244
FI,ta064,5,5.8e-5,NA,5208
FI,ta064,6,6.3e-5,NA,5192
FI,ta064,7,0.000138,NA,5179
FI,ta064,8,6.8e-5,NA,5124
FI,ta064,9,6.7e-5,NA,5032
FI,ta064,10,6.7e-5,NA,4992
FI,ta064,11,5.8e-5,NA,4952
FI,ta064,12,7.9e-5,NA,4915
FI,ta064,13,6.6e-5,NA,4903
FI,ta064,14,6.4e-5,NA,4891
FI,ta064,15,0.000105,NA,4883
FI,ta064,16,7.2e-5,NA,4810
FI,ta064,17,5.4e-5,NA,4795
FI,ta064,18,7.7e-5,NA,4790
FI,ta064,19,9.9e-5,NA,4745
FI,ta064,20,7.6e-5,NA,4725
FI,ta064,21,5.5e-5,NA,4712
FI,ta064,22,7.1e-5,NA,4688
FI,ta064,23,6.9e-5,NA,4681
FI,ta064,24,6.7e-5,NA,4625
FI,ta064,25,5.4e-5,NA,4595
FI,ta064,26,6.3e-5,NA,4592
FI,ta064,27,5.6e-5,NA,4541
FI,ta064,28,0.000152,NA,4534
FI,ta064,29,8.7e-5,NA,4529
FI,ta064,30,7.0e-5,NA,4501
FI,ta064,31,6.0e-5,NA,4486
FI,ta064,32,6.4e-5,NA,4450
FI,ta064,33,5.9e-5,NA,4430
FI,ta064,34,8.3e-5,NA,4411
FI,ta064,35,6.3e-5,NA,4385
FI,ta064,36,7.4e-5,NA,4373
FI,ta064,37,6.6e-5,NA,4357
FI,ta064,38,0.000123,NA,4357
FI,ta064,39,5.5e-5,NA,4343
FI,ta064,40,6.8e-5,NA,4297
FI,ta064,41,5.6e-5,NA,4287
FI,ta064,42,6.8e-5,NA,4258
FI,ta064,43,5.4e-5,NA,4250
FI,ta064,44,6.4e-5,NA,4228
FI,ta064,45,6.4e-5,NA,4223
FI,ta064,46,0.000126,NA,4223
FI,ta064,47,5.8e-5,NA,4206
FI,ta064,48,6.9e-5,NA,4205
FI,ta064,49,5.4e-5,NA,4189
FI,ta064,50,7.5e-5,NA,4175
FI,ta064,51,5.5e-5,NA,4152
FI,ta064,52,7.7e-5,NA,4144
FI,ta064,53,0.000111,NA,4144
FI,ta064,54,7.2e-5,NA,4094
FI,ta064,55,7.0e-5,NA,4059
FI,ta064,56,6.6e-5,NA,4051
FI,ta064,57,5.4e-5,NA,4026
FI,ta064,58,0.000113,NA,4001
FI,ta064,59,0.000151,NA,3988
FI,ta064,60,7.3e-5,NA,3970
FI,ta064,61,0.000115,NA,3970
FI,ta064,62,6.8e-5,NA,3949
FI,ta064,63,5.9e-5,NA,3906
FI,ta064,64,6.8e-5,NA,3884
FI,ta064,65,5.8e-5,NA,3872
FI,ta064,66,8.8e-5,NA,3854
FI,ta064,67,6.4e-5,NA,3835
FI,ta064,68,0.000136,NA,3823
FI,ta064,69,6.0e-5,NA,3814
FI,ta064,70,6.8e-5,NA,3806
FI,ta064,71,6.0e-5,NA,3787
FI,ta064,72,0.000121,NA,3787
FI,ta064,73,5.6e-5,NA,3781
FI,ta064,74,7.2e-5,NA,3747
FI,ta064,75,5.8e-5,NA,3709
FI,ta064,76,7.0e-5,NA,3687
FI,ta064,77,5.4e-5,NA,3661
FI,ta064,78,9.2e-5,NA,3624
FI,ta064,79,6.9e-5,NA,3619
FI,ta064,80,6.9e-5,NA,3584
FI,ta064,81,0.000127,NA,3583
FI,ta064,82,7.6e-5,NA,3524
FI,ta064,83,5.7e-5,NA,3510
FI,ta064,84,0.000124,NA,3510
FI,ta064,85,6.3e-5,NA,3504
FI,ta064,86,7.5e-5,NA,3453
FI,ta064,87,7.4e-5,NA,3452
FI,ta064,88,6.9e-5,NA,3446
FI,ta064,89,6.0e-5,NA,3428
FI,ta064,90,6.6e-5,NA,3404
FI,ta064,91,0.000197,NA,3404
FI,ta064,92,7.5e-5,NA,3390
FI,ta064,93,6.9e-5,NA,3341
FI,ta064,94,6.6e-5,NA,3304
FI,ta064,95,7.0e-5,NA,3292
FI,ta064,96,0.000128,NA,3292
FI,ta064,97,0.000103,NA,3278
FI,ta064,98,0.000122,NA,3278
FI,ta064,99,5.9e-5,NA,3166
FI,ta064,100,0.000137,NA,3132
BI,ta064,1,0.000138,NA,5308
BI,ta064,2,0.00012,NA,5216
BI,ta064,3,0.000123,NA,5021
BI,ta064,4,0.000122,NA,4897
BI,ta064,5,0.000124,NA,4897
BI,ta064,6,0.000185,NA,4893
BI,ta064,7,0.000189,NA,4867
BI,ta064,8,0.000196,NA,4709
BI,ta064,9,0.000143,NA,4643
BI,ta064,10,0.000121,NA,4524
BI,ta064,11,0.000213,NA,4494
