p,instance,rep,time,iterations,value
0.75,ta042,3,6.8e-5,NA,3375
0.75,ta042,4,5.2e-5,NA,3328
0.75,ta042,5,7.1e-5,NA,3293
0.75,ta042,6,9.8e-5,NA,3171
0.75,ta042,7,8.2e-5,NA,3145
0.75,ta042,8,0.000184,NA,3142
0.75,ta042,9,8.2e-5,NA,3074
0.75,ta042,10,5.3e-5,NA,3059
0.75,ta042,11,6.5e-5,NA,3047
0.75,ta042,12,0.000107,NA,3001
0.75,ta042,13,7.0e-5,NA,2975
0.75,ta042,14,9.0e-5,NA,2972
0.75,ta042,15,6.5e-5,NA,2968
1.0,ta042,1,6.7e-5,NA,3414
1.0,ta042,2,6.2e-5,NA,3355
1.0,ta042,3,5.2e-5,NA,3344
1.0,ta042,4,6.7e-5,NA,3324
1.0,ta042,5,5.2e-5,NA,3323
1.0,ta042,6,6.5e-5,NA,3254
1.0,ta042,7,5.8e-5,NA,3229
1.0,ta042,8,7.6e-5,NA,3223
1.0,ta042,9,5.3e-5,NA,3204
1.0,ta042,10,6.1e-5,NA,3197
1.0,ta042,11,5.3e-5,NA,3184
1.0,ta042,12,6.5e-5,NA,3173
1.0,ta042,13,5.7e-5,NA,3136
1.0,ta042,14,0.000116,NA,3136
1.0,ta042,15,0.000758,NA,3099
0.0,ta043,1,0.000118,NA,3596
0.0,ta043,2,0.000313,NA,3511
0.0,ta043,3,0.000118,NA,3265
0.0,ta043,4,0.000171,NA,3232
0.0,ta043,5,0.000118,NA,3207
0.0,ta043,6,0.000106,NA,3140
0.0,ta043,7,0.000116,NA,3140
0.0,ta043,8,0.000106,NA,3112
0.0,ta043,9,0.000127,NA,3039
0.0,ta043,10,0.000111,NA,2924
0.0,ta043,11,0.000115,NA,2892
0.0,ta043,12,0.00017,NA,2886
0.0,ta043,13,0.000121,NA,2816
0.0,ta043,14,0.000193,NA,2792
0.0,ta043,15,0.000127,NA,2699
0.05,ta043,1,0.000101,NA,3620
0.05,ta043,2,0.000135,NA,3538
0.05,ta043,3,0.000115,NA,3514
0.05,ta043,4,7.4e-5,NA,3434
0.05,ta043,5,0.000108,NA,3385
0.05,ta043,6,0.000141,NA,3112
0.05,ta043,7,0.000113,NA,3112
0.05,ta043,8,0.000119,NA,3110
0.05,ta043,9,0.000109,NA,3110
0.05,ta043,10,0.000116,NA,3110
0.05,ta043,11,0.000109,NA,3072
0.05,ta043,12,7.2e-5,NA,3040
0.05,ta043,13,6.0e-5,NA,3039
0.05,ta043,14,0.000117,NA,2985
0.05,ta043,15,0.000107,NA,2985
0.25,ta043,1,0.000117,NA,3763
0.25,ta043,2,0.000107,NA,3717
0.25,ta043,3,6.8e-5,NA,3674
0.25,ta043,4,5.4e-5,NA,3638
0.25,ta043,5,0.000188,NA,3617
0.25,ta043,6,6.6e-5,NA,3566
0.25,ta043,7,0.000118,NA,3560
0.25,ta043,8,7.9e-5,NA,3418
0.25,ta043,9,0.000116,NA,3386
0.25,ta043,10,0.000109,NA,3364
0.25,ta043,11,8.3e-5,NA,3308
0.25,ta043,12,0.000107,NA,3267
0.25,ta043,13,6.3e-5,NA,3230
0.25,ta043,14,0.000162,NA,3230
0.25,ta043,15,0.000119,NA,3155
0.5,ta043,1,5.4e-5,NA,4103
0.5,ta043,2,8.6e-5,NA,4020
0.5,ta043,3,7.4e-5,NA,3920
0.5,ta043,4,6.3e-5,NA,3913
0.5,ta043,5,0.000126,NA,3784
0.5,ta043,6,0.00012,NA,3784
0.5,ta043,7,0.00017,NA,3669
0.5,ta043,8,0.000121,NA,3620
0.5,ta043,9,0.000111,NA,3620
0.5,ta043,10,8.1e-5,NA,3550
0.5,ta043,11,0.000109,NA,3544
0.5,ta043,12,7.0e-5,NA,3528
0.5,ta043,13,0.000108,NA,3461
0.5,ta043,14,6.9e-5,NA,3450
0.5,ta043,15,5.6e-5,NA,3448
0.75,ta043,1,0.000135,NA,4118
0.75,ta043,2,5.5e-5,NA,4099
0.75,ta043,3,6.2e-5,NA,4075
0.75,ta043,4,5.4e-5,NA,4071
0.75,ta043,5,7.3e-5,NA,4047
0.75,ta043,6,5.4e-5,NA,3986
0.75,ta043,7,7.2e-5,NA,3956
0.75,ta043,8,5.3e-5,NA,3884
0.75,ta043,9,6.8e-5,NA,3782
0.75,ta043,10,5.6e-5,NA,3773
0.75,ta043,11,0.000116,NA,3681
0.75,ta043,12,5.9e-5,NA,3592
0.75,ta043,13,0.000127,NA,3512
0.75,ta043,14,5.8e-5,NA,3448
0.75,ta043,15,7.0e-5,NA,3444
1.0,ta043,1,5.4e-5,NA,4189
1.0,ta043,2,6.5e-5,NA,4158
1.0,ta043,3,5.3e-5,NA,4134
1.0,ta043,4,6.3e-5,NA,4111
1.0,ta043,5,5.7e-5,NA,4088
1.0,ta043,6,6.6e-5,NA,4024
1.0,ta043,7,5.8e-5,NA,3911
1.0,ta043,8,7.2e-5,NA,3882
1.0,ta043,9,0.000762,NA,3847
1.0,ta043,10,6.8e-5,NA,3796
1.0,ta043,11,0.00028,NA,3746
1.0,ta043,12,8.7e-5,NA,3587
1.0,ta043,13,5.2e-5,NA,3573
1.0,ta043,14,6.4e-5,NA,3567
1.0,ta043,15,5.6e-5,NA,3563
0.0,ta044,1,0.000119,NA,4096
0.0,ta044,2,0.00011,NA,3898
0.0,ta044,3,0.000118,NA,3828
0.0,ta044,4,0.000102,NA,3730
0.0,ta044,5,0.000114,NA,3714
0.0,ta044,6,0.000169,NA,3693
0.0,ta044,7,0.000119,NA,3664
0.0,ta044,8,0.000107,NA,3622
0.0,ta044,9,0.000117,NA,3530
0.0,ta044,10,0.000111,NA,3436
0.0,ta044,11,0.000117,NA,3436
0.0,ta044,12,9.4e-5,NA,3381
0.0,ta044,13,0.000163,NA,3376
0.0,ta044,14,9.5e-5,NA,3290
0.0,ta044,15,0.000127,NA,3287
0.05,ta044,1,0.000116,NA,3946
0.05,ta044,2,0.000116,NA,3867
0.05,ta044,3,0.000109,NA,3867
0.05,ta044,4,0.000175,NA,3787
0.05,ta044,5,0.000104,NA,3757
0.05,ta044,6,0.000106,NA,3734
0.05,ta044,7,0.0001,NA,3734
0.05,ta044,8,0.000105,NA,3673
0.05,ta044,9,0.000105,NA,3660
0.05,ta044,10,8.6e-5,NA,3649
0.05,ta044,11,9.4e-5,NA,3582
0.05,ta044,12,0.000104,NA,3582
0.05,ta044,13,0.000163,NA,3571
0.05,ta044,14,0.000105,NA,3508
0.05,ta044,15,0.000104,NA,3508
0.25,ta044,1,6.4e-5,NA,4023
0.25,ta044,2,9.3e-5,NA,4016
0.25,ta044,3,5.5e-5,NA,3995
0.25,ta044,4,0.000111,NA,3992
0.25,ta044,5,6.4e-5,NA,3961
0.25,ta044,6,0.000108,NA,3932
0.25,ta044,7,0.00013,NA,3927
0.25,ta044,8,0.000101,NA,3875
0.25,ta044,9,0.000113,NA,3875
0.25,ta044,10,0.00011,NA,3834
0.25,ta044,11,6.7e-5,NA,3825
0.25,ta044,12,7.6e-5,NA,3768
0.25,ta044,13,8.1e-5,NA,3750
0.25,ta044,14,5.8e-5,NA,3711
0.25,ta044,15,0.000122,NA,3709
0.5,ta044,1,0.000168,NA,4069
0.5,ta044,2,7.9e-5,NA,3983
0.5,ta044,3,5.6e-5,NA,3938
0.5,ta044,4,7.7e-5,NA,3902
0.5,ta044,5,5.6e-5,NA,3859
0.5,ta044,6,0.000116,NA,3834
0.5,ta044,7,6.0e-5,NA,3746
0.5,ta044,8,0.000118,NA,3746
0.5,ta044,9,0.013278,NA,3685
0.5,ta044,10,0.000188,NA,3683
0.5,ta044,11,0.00013,NA,3683
0.5,ta044,12,0.000129,NA,3683
0.5,ta044,13,0.000116,NA,3634
0.5,ta044,14,8.4e-5,NA,3579
0.5,ta044,15,0.000183,NA,3556
0.75,ta044,1,6.9e-5,NA,4314
0.75,ta044,2,5.7e-5,NA,4309
0.75,ta044,3,8.9e-5,NA,4256
0.75,ta044,4,8.3e-5,NA,4232
0.75,ta044,5,7.0e-5,NA,4229
0.75,ta044,6,5.6e-5,NA,4225
0.75,ta044,7,6.7e-5,NA,4223
0.75,ta044,8,5.7e-5,NA,4221
0.75,ta044,9,0.000153,NA,4166
0.75,ta044,10,8.8e-5,NA,4139
0.75,ta044,11,6.8e-5,NA,4122
0.75,ta044,12,6.7e-5,NA,4111
0.75,ta044,13,7.4e-5,NA,4088
0.75,ta044,14,6.2e-5,NA,4074
0.75,ta044,15,7.7e-5,NA,4053
1.0,ta044,1,6.4e-5,NA,4313
1.0,ta044,2,6.9e-5,NA,4296
1.0,ta044,3,0.000809,NA,4213
1.0,ta044,4,6.7e-5,NA,4147
1.0,ta044,5,0.000369,NA,4145
1.0,ta044,6,0.000111,NA,4130
1.0,ta044,7,5.5e-5,NA,4109
1.0,ta044,8,7.6e-5,NA,4087
1.0,ta044,9,7.8e-5,NA,4027
1.0,ta044,10,7.1e-5,NA,4015
1.0,ta044,11,5.8e-5,NA,4009
1.0,ta044,12,9.0e-5,NA,4001
1.0,ta044,13,6.0e-5,NA,3993
1.0,ta044,14,0.000128,NA,3993
1.0,ta044,15,0.000183,NA,3993
0.0,ta045,1,0.000132,NA,3823
0.0,ta045,2,0.000122,NA,3721
0.0,ta045,3,0.000134,NA,3568
0.0,ta045,4,0.000128,NA,3497
0.0,ta045,5,0.000173,NA,3373
0.0,ta045,6,0.000107,NA,3373
0.0,ta045,7,0.000177,NA,3364
0.0,ta045,8,0.000107,NA,3364
0.0,ta045,9,0.00011,NA,3364
0.0,ta045,10,0.000146,NA,3364
0.0,ta045,11,0.000125,NA,3287
0.0,ta045,12,0.000151,NA,3260
0.0,ta045,13,0.000126,NA,3232
0.0,ta045,14,0.000104,NA,3227
0.0,ta045,15,0.00011,NA,3222
0.05,ta045,1,0.000103,NA,3801
0.05,ta045,2,0.000126,NA,3645
0.05,ta045,3,0.000113,NA,3597
0.05,ta045,4,0.000122,NA,3563
0.05,ta045,5,0.000178,NA,3484
0.05,ta045,6,0.000114,NA,3484
0.05,ta045,7,0.000109,NA,3479
0.05,ta045,8,0.000132,NA,3476
0.05,ta045,9,0.000121,NA,3441
0.05,ta045,10,0.000128,NA,3441
0.05,ta045,11,6.7e-5,NA,3376
0.05,ta045,12,0.000164,NA,3344
0.05,ta045,13,0.00011,NA,3344
0.05,ta045,14,0.000117,NA,3264
0.05,ta045,15,0.000102,NA,3245
0.25,ta045,1,7.9e-5,NA,4030
0.25,ta045,2,5.3e-5,NA,4014
0.25,ta045,3,8.5e-5,NA,3895
0.25,ta045,4,0.000118,NA,3868
0.25,ta045,5,9.4e-5,NA,3816
0.25,ta045,6,5.1e-5,NA,3793
0.25,ta045,7,4.7e-5,NA,3790
0.25,ta045,8,0.000112,NA,3636
0.25,ta045,9,0.00012,NA,3593
0.25,ta045,10,0.00012,NA,3593
0.25,ta045,11,0.000121,NA,3593
0.25,ta045,12,6.1e-5,NA,3592
0.25,ta045,13,0.000121,NA,3534
0.25,ta045,14,0.00012,NA,3522
0.25,ta045,15,0.000197,NA,3522
0.5,ta045,1,5.3e-5,NA,3974
0.5,ta045,2,5.7e-5,NA,3893
0.5,ta045,3,4.9e-5,NA,3871
0.5,ta045,4,7.8e-5,NA,3785
0.5,ta045,5,5.0e-5,NA,3768
0.5,ta045,6,5.4e-5,NA,3732
0.5,ta045,7,7.4e-5,NA,3704
0.5,ta045,8,0.000108,NA,3577
0.5,ta045,9,5.5e-5,NA,3554
0.5,ta045,10,7.5e-5,NA,3454
0.5,ta045,11,0.000172,NA,3397
0.5,ta045,12,0.000123,NA,3364
0.5,ta045,13,0.000116,NA,3346
0.5,ta045,14,0.000114,NA,3346
0.5,ta045,15,0.000117,NA,3319
0.75,ta045,1,6.6e-5,NA,3957
0.75,ta045,2,6.0e-5,NA,3881
0.75,ta045,3,9.6e-5,NA,3865
0.75,ta045,4,4.5e-5,NA,3848
0.75,ta045,5,0.000159,NA,3772
0.75,ta045,6,5.9e-5,NA,3767
0.75,ta045,7,6.2e-5,NA,3756
0.75,ta045,8,7.3e-5,NA,3704
0.75,ta045,9,6.8e-5,NA,3676
0.75,ta045,10,6.4e-5,NA,3609
0.75,ta045,11,0.000114,NA,3556
0.75,ta045,12,0.000775,NA,3555
0.75,ta045,13,0.000121,NA,3507
0.75,ta045,14,7.1e-5,NA,3497
0.75,ta045,15,7.2e-5,NA,3460
1.0,ta045,1,6.1e-5,NA,3950
1.0,ta045,2,6.6e-5,NA,3884
1.0,ta045,3,0.000129,NA,3832
1.0,ta045,4,0.000123,NA,3832
1.0,ta045,5,6.3e-5,NA,3825
1.0,ta045,6,6.6e-5,NA,3799
1.0,ta045,7,5.6e-5,NA,3786
1.0,ta045,8,6.4e-5,NA,3752
1.0,ta045,9,6.9e-5,NA,3698
1.0,ta045,10,7.3e-5,NA,3663
1.0,ta045,11,5.5e-5,NA,3619
1.0,ta045,12,4.8e-5,NA,3609
1.0,ta045,13,0.000112,NA,3583
1.0,ta045,14,6.1e-5,NA,3568
1.0,ta045,15,5.4e-5,NA,3489
0.0,ta046,1,9.8e-5,NA,3840
0.0,ta046,2,0.000119,NA,3771
0.0,ta046,3,0.000126,NA,3724
0.0,ta046,4,0.000121,NA,3722
0.0,ta046,5,0.000119,NA,3621
0.0,ta046,6,0.000113,NA,3583
0.0,ta046,7,0.00012,NA,3532
0.0,ta046,8,0.000133,NA,3487
0.0,ta046,9,0.000136,NA,3419
0.0,ta046,10,0.000117,NA,3419
0.0,ta046,11,0.000116,NA,3287
0.0,ta046,12,0.000117,NA,3240
0.0,ta046,13,0.000126,NA,3240
0.0,ta046,14,0.000167,NA,3240
0.0,ta046,15,0.000123,NA,3231
0.05,ta046,1,0.000111,NA,3804
0.05,ta046,2,0.000122,NA,3587
0.05,ta046,3,7.3e-5,NA,3565
0.05,ta046,4,7.9e-5,NA,3511
0.05,ta046,5,0.000108,NA,3459
0.05,ta046,6,6.5e-5,NA,3417
0.05,ta046,7,0.000116,NA,3337
0.05,ta046,8,0.000114,NA,3337
0.05,ta046,9,5.7e-5,NA,3334
0.05,ta046,10,0.000122,NA,3334
0.05,ta046,11,0.000112,NA,3303
0.05,ta046,12,0.000121,NA,3303
0.05,ta046,13,0.000108,NA,3300
0.05,ta046,14,0.00012,NA,3240
0.05,ta046,15,0.000109,NA,3201
0.25,ta046,1,0.000151,NA,3937
0.25,ta046,2,0.000111,NA,3834
0.25,ta046,3,8.7e-5,NA,3791
0.25,ta046,4,0.000104,NA,3690
0.25,ta046,5,0.000122,NA,3649
0.25,ta046,6,0.00011,NA,3636
0.25,ta046,7,0.000122,NA,3636
0.25,ta046,8,0.000178,NA,3578
0.25,ta046,9,0.000124,NA,3500
0.25,ta046,10,7.5e-5,NA,3443
0.25,ta046,11,0.00012,NA,3372
0.25,ta046,12,9.8e-5,NA,3337
0.25,ta046,13,0.000121,NA,3307
0.25,ta046,14,0.00011,NA,3269
0.25,ta046,15,6.8e-5,NA,3249
0.5,ta046,1,0.000124,NA,3855
0.5,ta046,2,6.5e-5,NA,3818
0.5,ta046,3,0.000111,NA,3748
0.5,ta046,4,0.00012,NA,3573
0.5,ta046,5,6.3e-5,NA,3560
0.5,ta046,6,0.000119,NA,3518
0.5,ta046,7,7.6e-5,NA,3474
0.5,ta046,8,7.1e-5,NA,3386
0.5,ta046,9,5.5e-5,NA,3333
0.5,ta046,10,0.000124,NA,3302
0.5,ta046,11,0.000121,NA,3302
0.5,ta046,12,0.00012,NA,3302
0.5,ta046,13,5.4e-5,NA,3270
0.5,ta046,14,6.7e-5,NA,3240
0.5,ta046,15,7.1e-5,NA,3207
0.75,ta046,1,6.7e-5,NA,3936
0.75,ta046,2,5.7e-5,NA,3905
0.75,ta046,3,0.000121,NA,3905
0.75,ta046,4,6.6e-5,NA,3852
0.75,ta046,5,0.000122,NA,3823
0.75,ta046,6,0.000759,NA,3766
0.75,ta046,7,0.00039,NA,3766
0.75,ta046,8,7.6e-5,NA,3701
0.75,ta046,9,6.6e-5,NA,3686
0.75,ta046,10,5.6e-5,NA,3662
0.75,ta046,11,6.8e-5,NA,3647
0.75,ta046,12,0.000111,NA,3647
0.75,ta046,13,7.1e-5,NA,3613
0.75,ta046,14,6.4e-5,NA,3609
0.75,ta046,15,0.000121,NA,3590
1.0,ta046,1,5.6e-5,NA,3921
1.0,ta046,2,7.8e-5,NA,3897
1.0,ta046,3,0.000111,NA,3897
1.0,ta046,4,6.0e-5,NA,3879
1.0,ta046,5,5.5e-5,NA,3863
1.0,ta046,6,4.9e-5,NA,3853
1.0,ta046,7,5.1e-5,NA,3834
1.0,ta046,8,6.6e-5,NA,3777
1.0,ta046,9,6.0e-5,NA,3700
1.0,ta046,10,7.5e-5,NA,3640
1.0,ta046,11,0.000161,NA,3633
1.0,ta046,12,0.00012,NA,3633
1.0,ta046,13,6.6e-5,NA,3632
1.0,ta046,14,4.6e-5,NA,3630
1.0,ta046,15,5.9e-5,NA,3621
0.0,ta047,1,0.000111,NA,3461
0.0,ta047,2,0.00011,NA,3438
0.0,ta047,3,0.000123,NA,3407
0.0,ta047,4,0.000181,NA,3218
0.0,ta047,5,0.00012,NA,3197
0.0,ta047,6,0.000101,NA,3142
0.0,ta047,7,0.00012,NA,3060
0.0,ta047,8,0.000104,NA,3022
0.0,ta047,9,0.000109,NA,2999
0.0,ta047,10,0.000111,NA,2999
0.0,ta047,11,0.000108,NA,2999
0.0,ta047,12,0.000117,NA,2990
0.0,ta047,13,0.000114,NA,2954
0.0,ta047,14,0.00011,NA,2954
0.0,ta047,15,0.000112,NA,2954
0.05,ta047,1,0.000105,NA,3625
0.05,ta047,2,0.000113,NA,3532
0.05,ta047,3,0.000106,NA,3461
0.05,ta047,4,0.00019,NA,3325
0.05,ta047,5,0.00011,NA,3298
0.05,ta047,6,0.000118,NA,3268
0.05,ta047,7,7.1e-5,NA,3262
0.05,ta047,8,0.00011,NA,3217
0.05,ta047,9,0.000105,NA,3203
0.05,ta047,10,0.000113,NA,3178
0.05,ta047,11,5.6e-5,NA,3120
0.05,ta047,12,0.000187,NA,3058
0.05,ta047,13,5.9e-5,NA,3000
0.05,ta047,14,0.000116,NA,2954
0.05,ta047,15,0.000112,NA,2943
0.25,ta047,1,4.8e-5,NA,3741
0.25,ta047,2,5.4e-5,NA,3670
0.25,ta047,3,5.6e-5,NA,3526
0.25,ta047,4,9.3e-5,NA,3424
0.25,ta047,5,0.000118,NA,3363
0.25,ta047,6,7.0e-5,NA,3264
0.25,ta047,7,0.000174,NA,3117
0.25,ta047,8,9.0e-5,NA,3010
0.25,ta047,9,0.000116,NA,2960
0.25,ta047,10,6.6e-5,NA,2926
0.25,ta047,11,0.000111,NA,2884
0.25,ta047,12,0.000111,NA,2870
0.25,ta047,13,0.000122,NA,2870
0.25,ta047,14,0.000109,NA,2833
0.25,ta047,15,0.000181,NA,2833
0.5,ta047,1,6.1e-5,NA,3781
0.5,ta047,2,6.3e-5,NA,3680
0.5,ta047,3,5.5e-5,NA,3645
0.5,ta047,4,0.000121,NA,3524
0.5,ta047,5,0.000103,NA,3424
0.5,ta047,6,6.4e-5,NA,3400
0.5,ta047,7,4.8e-5,NA,3352
0.5,ta047,8,6.4e-5,NA,3281
0.5,ta047,9,0.000112,NA,3210
0.5,ta047,10,0.000137,NA,3174
0.5,ta047,11,0.000103,NA,3170
0.5,ta047,12,0.000101,NA,3072
0.5,ta047,13,0.000103,NA,3014
0.5,ta047,14,0.00011,NA,3014
0.5,ta047,15,0.000763,NA,2951
0.75,ta047,1,6.8e-5,NA,3572
0.75,ta047,2,5.7e-5,NA,3542
0.75,ta047,3,5.3e-5,NA,3487
0.75,ta047,4,3.6e-5,NA,3455
0.75,ta047,5,7.0e-5,NA,3449
0.75,ta047,6,5.4e-5,NA,3426
0.75,ta047,7,5.8e-5,NA,3410
0.75,ta047,8,0.000145,NA,3400
0.75,ta047,9,0.000124,NA,3400
0.75,ta047,10,0.000109,NA,3400
0.75,ta047,11,6.2e-5,NA,3367
0.75,ta047,12,7.6e-5,NA,3345
0.75,ta047,13,6.8e-5,NA,3257
0.75,ta047,14,4.9e-5,NA,3232
0.75,ta047,15,0.000109,NA,3232
1.0,ta047,1,5.5e-5,NA,3518
1.0,ta047,2,4.6e-5,NA,3473
1.0,ta047,3,0.000148,NA,3473
1.0,ta047,4,0.000118,NA,3473
1.0,ta047,5,5.7e-5,NA,3443
1.0,ta047,6,5.6e-5,NA,3372
1.0,ta047,7,5.5e-5,NA,3369
1.0,ta047,8,4.3e-5,NA,3349
1.0,ta047,9,9.6e-5,NA,3349
1.0,ta047,10,5.6e-5,NA,3311
1.0,ta047,11,6.2e-5,NA,3285
1.0,ta047,12,4.4e-5,NA,3216
1.0,ta047,13,5.0e-5,NA,3187
1.0,ta047,14,5.8e-5,NA,3177
1.0,ta047,15,5.1e-5,NA,3151
0.0,ta048,1,0.000188,NA,3518
0.0,ta048,2,0.000104,NA,3429
0.0,ta048,3,0.000112,NA,3151
0.0,ta048,4,0.00011,NA,3058
0.0,ta048,5,0.000118,NA,2991
0.0,ta048,6,0.000114,NA,2973
0.0,ta048,7,0.00012,NA,2933
0.0,ta048,8,0.00015,NA,2933
0.0,ta048,9,0.000112,NA,2722
0.0,ta048,10,0.000104,NA,2660
0.0,ta048,11,0.000108,NA,2658
0.0,ta048,12,0.000112,NA,2658
0.0,ta048,13,0.000119,NA,2658
0.0,ta048,14,0.00011,NA,2651
0.0,ta048,15,0.000119,NA,2651
0.05,ta048,1,0.000176,NA,3559
0.05,ta048,2,0.000112,NA,3389
0.05,ta048,3,0.000113,NA,3373
0.05,ta048,4,0.000122,NA,3355
0.05,ta048,5,6.7e-5,NA,3278
0.05,ta048,6,0.000111,NA,3278
0.05,ta048,7,0.000113,NA,3238
0.05,ta048,8,0.000178,NA,3179
0.05,ta048,9,0.000109,NA,3172
0.05,ta048,10,0.000114,NA,3172
0.05,ta048,11,0.000112,NA,3119
0.05,ta048,12,0.00012,NA,2951
0.05,ta048,13,0.000106,NA,2951
0.05,ta048,14,0.000111,NA,2951
0.05,ta048,15,0.00011,NA,2951
0.25,ta048,1,0.000124,NA,3817
0.25,ta048,2,0.000108,NA,3528
0.25,ta048,3,0.000112,NA,3528
0.25,ta048,4,9.8e-5,NA,3462
0.25,ta048,5,0.000115,NA,3462
0.25,ta048,6,0.000106,NA,3381
0.25,ta048,7,0.000107,NA,3364
0.25,ta048,8,5.7e-5,NA,3305
0.25,ta048,9,0.00012,NA,3296
0.25,ta048,10,0.000123,NA,3296
0.25,ta048,11,0.000111,NA,3253
0.25,ta048,12,0.000115,NA,3253
0.25,ta048,13,0.000108,NA,3235
0.25,ta048,14,5.5e-5,NA,3212
0.25,ta048,15,0.000121,NA,3146
0.5,ta048,1,5.5e-5,NA,3891
0.5,ta048,2,8.9e-5,NA,3803
0.5,ta048,3,0.00012,NA,3725
0.5,ta048,4,6.4e-5,NA,3704
0.5,ta048,5,5.6e-5,NA,3598
0.5,ta048,6,0.000111,NA,3547
0.5,ta048,7,0.000102,NA,3547
0.5,ta048,8,7.6e-5,NA,3436
0.5,ta048,9,0.000814,NA,3408
0.5,ta048,10,0.000249,NA,3375
0.5,ta048,11,0.000107,NA,3342
0.5,ta048,12,5.8e-5,NA,3281
0.5,ta048,13,6.3e-5,NA,3210
0.5,ta048,14,0.000148,NA,3207
0.5,ta048,15,0.000105,NA,3179
0.75,ta048,1,5.9e-5,NA,3899
0.75,ta048,2,5.0e-5,NA,3813
0.75,ta048,3,5.7e-5,NA,3796
0.75,ta048,4,5.3e-5,NA,3795
0.75,ta048,5,5.5e-5,NA,3716
0.75,ta048,6,4.4e-5,NA,3704
0.75,ta048,7,6.6e-5,NA,3636
0.75,ta048,8,0.000168,NA,3579
0.75,ta048,9,0.000134,NA,3543
0.75,ta048,10,0.000116,NA,3485
0.75,ta048,11,3.6e-5,NA,3460
0.75,ta048,12,9.9e-5,NA,3460
0.75,ta048,13,7.2e-5,NA,3385
0.75,ta048,14,0.000105,NA,3383
0.75,ta048,15,0.000117,NA,3383
1.0,ta048,1,4.6e-5,NA,3838
1.0,ta048,2,6.1e-5,NA,3781
1.0,ta048,3,5.3e-5,NA,3695
1.0,ta048,4,5.5e-5,NA,3641
1.0,ta048,5,5.8e-5,NA,3628
1.0,ta048,6,5.1e-5,NA,3594
1.0,ta048,7,5.4e-5,NA,3585
1.0,ta048,8,6.1e-5,NA,3569
1.0,ta048,9,0.000115,NA,3566
1.0,ta048,10,7.8e-5,NA,3554
1.0,ta048,11,6.6e-5,NA,3532
1.0,ta048,12,9.8e-5,NA,3523
1.0,ta048,13,5.9e-5,NA,3457
1.0,ta048,14,6.0e-5,NA,3433
1.0,ta048,15,3.8e-5,NA,3422
0.0,ta049,1,0.000112,NA,3535
0.0,ta049,2,0.000126,NA,3474
0.0,ta049,3,0.00017,NA,3445
0.0,ta049,4,9.4e-5,NA,3416
0.0,ta049,5,0.000117,NA,3332
0.0,ta049,6,0.000108,NA,3332
0.0,ta049,7,0.000116,NA,3322
0.0,ta049,8,0.000106,NA,3322
0.0,ta049,9,0.000116,NA,3274
0.0,ta049,10,0.000105,NA,3258
0.0,ta049,11,0.000116,NA,3224
0.0,ta049,12,0.000167,NA,3144
0.0,ta049,13,0.000115,NA,3144
0.0,ta049,14,0.000104,NA,3132
0.0,ta049,15,0.000115,NA,3121
0.05,ta049,1,0.00011,NA,3628
0.05,ta049,2,0.000116,NA,3566
0.05,ta049,3,6.5e-5,NA,3530
0.05,ta049,4,0.000116,NA,3505
0.05,ta049,5,0.000108,NA,3467
0.05,ta049,6,0.000115,NA,3419
0.05,ta049,7,0.000108,NA,3266
0.05,ta049,8,0.000117,NA,3258
0.05,ta049,9,0.000107,NA,3193
0.05,ta049,10,0.000115,NA,3123
0.05,ta049,11,0.000107,NA,3120
0.05,ta049,12,0.000177,NA,3067
0.05,ta049,13,0.00011,NA,3067
0.05,ta049,14,0.000116,NA,3055
0.05,ta049,15,0.000105,NA,3055
0.25,ta049,1,6.4e-5,NA,3922
0.25,ta049,2,5.2e-5,NA,3900
0.25,ta049,3,0.000115,NA,3810
0.25,ta049,4,7.7e-5,NA,3691
0.25,ta049,5,0.000186,NA,3626
0.25,ta049,6,8.6e-5,NA,3578
0.25,ta049,7,0.00012,NA,3531
0.25,ta049,8,0.000107,NA,3461
0.25,ta049,9,0.000117,NA,3423
0.25,ta049,10,0.000105,NA,3261
0.25,ta049,11,0.000121,NA,3253
0.25,ta049,12,0.00014,NA,3096
0.25,ta049,13,0.000119,NA,3031
0.25,ta049,14,5.6e-5,NA,3016
0.25,ta049,15,0.000118,NA,3016
0.5,ta049,1,5.9e-5,NA,3843
0.5,ta049,2,0.000116,NA,3816
0.5,ta049,3,5.3e-5,NA,3812
0.5,ta049,4,8.8e-5,NA,3709
0.5,ta049,5,5.6e-5,NA,3641
0.5,ta049,6,0.000117,NA,3578
0.5,ta049,7,6.4e-5,NA,3520
0.5,ta049,8,0.000162,NA,3403
0.5,ta049,9,6.6e-5,NA,3373
0.5,ta049,10,6.6e-5,NA,3355
0.5,ta049,11,6.3e-5,NA,3322
0.5,ta049,12,0.000116,NA,3234
0.5,ta049,13,5.6e-5,NA,3219
0.5,ta049,14,7.6e-5,NA,3095
0.5,ta049,15,6.1e-5,NA,3068
0.75,ta049,1,6.3e-5,NA,3757
0.75,ta049,2,0.000106,NA,3757
0.75,ta049,3,7.8e-5,NA,3738
0.75,ta049,4,5.3e-5,NA,3722
0.75,ta049,5,7.4e-5,NA,3697
0.75,ta049,6,5.8e-5,NA,3591
0.75,ta049,7,7.4e-5,NA,3500
0.75,ta049,8,5.5e-5,NA,3467
0.75,ta049,9,0.000114,NA,3447
0.75,ta049,10,5.6e-5,NA,3401
