p,instance,rep,time,iterations,value
1.0,ta014,4,6.5e-5,NA,1545
1.0,ta014,5,4.8e-5,NA,1505
1.0,ta014,6,0.000102,NA,1505
1.0,ta014,7,0.000106,NA,1505
1.0,ta014,8,0.000108,NA,1505
1.0,ta014,9,0.000106,NA,1505
1.0,ta014,10,0.000109,NA,1505
1.0,ta014,11,6.5e-5,NA,1485
1.0,ta014,12,0.000114,NA,1485
1.0,ta014,13,9.2e-5,NA,1485
1.0,ta014,14,0.000104,NA,1485
1.0,ta014,15,0.000825,NA,1483
0.0,ta015,1,0.000318,NA,1599
0.0,ta015,2,0.000182,NA,1531
0.0,ta015,3,0.000109,NA,1460
0.0,ta015,4,0.000106,NA,1426
0.0,ta015,5,0.000124,NA,1414
0.0,ta015,6,0.000104,NA,1403
0.0,ta015,7,0.000109,NA,1403
0.0,ta015,8,0.000177,NA,1403
0.0,ta015,9,0.000109,NA,1382
0.0,ta015,10,9.8e-5,NA,1382
0.0,ta015,11,0.000103,NA,1382
0.0,ta015,12,9.3e-5,NA,1382
0.0,ta015,13,0.000117,NA,1382
0.0,ta015,14,0.000119,NA,1382
0.0,ta015,15,0.00012,NA,1382
0.05,ta015,1,0.000171,NA,1556
0.05,ta015,2,0.000151,NA,1469
0.05,ta015,3,0.000134,NA,1449
0.05,ta015,4,0.000112,NA,1422
0.05,ta015,5,0.000115,NA,1422
0.05,ta015,6,0.000112,NA,1386
0.05,ta015,7,0.000112,NA,1386
0.05,ta015,8,0.000114,NA,1386
0.05,ta015,9,0.00016,NA,1386
0.05,ta015,10,0.000126,NA,1386
0.05,ta015,11,0.000134,NA,1386
0.05,ta015,12,0.000118,NA,1386
0.05,ta015,13,0.000109,NA,1386
0.05,ta015,14,0.000124,NA,1386
0.05,ta015,15,0.000105,NA,1386
0.25,ta015,1,7.1e-5,NA,1593
0.25,ta015,2,0.000179,NA,1549
0.25,ta015,3,0.000124,NA,1499
0.25,ta015,4,0.000102,NA,1438
0.25,ta015,5,0.000113,NA,1414
0.25,ta015,6,0.000113,NA,1393
0.25,ta015,7,0.000115,NA,1385
0.25,ta015,8,0.000104,NA,1385
0.25,ta015,9,0.000181,NA,1385
0.25,ta015,10,0.000115,NA,1385
0.25,ta015,11,0.000114,NA,1385
0.25,ta015,12,0.000104,NA,1385
0.25,ta015,13,0.00012,NA,1385
0.25,ta015,14,0.000104,NA,1382
0.25,ta015,15,0.000204,NA,1382
0.5,ta015,1,6.1e-5,NA,1636
0.5,ta015,2,0.000107,NA,1535
0.5,ta015,3,6.8e-5,NA,1464
0.5,ta015,4,8.0e-5,NA,1429
0.5,ta015,5,6.3e-5,NA,1388
0.5,ta015,6,7.6e-5,NA,1374
0.5,ta015,7,0.0001,NA,1374
0.5,ta015,8,0.000113,NA,1374
0.5,ta015,9,0.000124,NA,1374
0.5,ta015,10,0.000117,NA,1374
0.5,ta015,11,0.000187,NA,1374
0.5,ta015,12,0.00016,NA,1374
0.5,ta015,13,0.000115,NA,1374
0.5,ta015,14,0.000112,NA,1374
0.5,ta015,15,7.7e-5,NA,1367
0.75,ta015,1,8.0e-5,NA,1635
0.75,ta015,2,6.3e-5,NA,1598
0.75,ta015,3,7.2e-5,NA,1558
0.75,ta015,4,6.8e-5,NA,1518
0.75,ta015,5,7.8e-5,NA,1499
0.75,ta015,6,6.5e-5,NA,1459
0.75,ta015,7,0.00012,NA,1459
0.75,ta015,8,0.000101,NA,1403
0.75,ta015,9,0.000119,NA,1403
0.75,ta015,10,0.000217,NA,1403
0.75,ta015,11,0.000123,NA,1397
0.75,ta015,12,0.00011,NA,1397
0.75,ta015,13,0.000116,NA,1397
0.75,ta015,14,0.000117,NA,1397
0.75,ta015,15,0.000113,NA,1397
1.0,ta015,1,6.0e-5,NA,1638
1.0,ta015,2,6.8e-5,NA,1598
1.0,ta015,3,5.9e-5,NA,1558
1.0,ta015,4,0.000141,NA,1518
1.0,ta015,5,5.7e-5,NA,1478
1.0,ta015,6,7.2e-5,NA,1438
1.0,ta015,7,9.4e-5,NA,1437
1.0,ta015,8,8.3e-5,NA,1414
1.0,ta015,9,0.000888,NA,1414
1.0,ta015,10,0.000312,NA,1414
1.0,ta015,11,0.000102,NA,1382
1.0,ta015,12,0.000197,NA,1382
1.0,ta015,13,0.000108,NA,1382
1.0,ta015,14,0.00011,NA,1382
1.0,ta015,15,0.000105,NA,1382
0.0,ta016,1,0.000124,NA,1760
0.0,ta016,2,0.000138,NA,1720
0.0,ta016,3,0.000113,NA,1675
0.0,ta016,4,0.00011,NA,1477
0.0,ta016,5,0.000186,NA,1477
0.0,ta016,6,0.000103,NA,1477
0.0,ta016,7,0.000115,NA,1467
0.0,ta016,8,0.00011,NA,1467
0.0,ta016,9,9.9e-5,NA,1467
0.0,ta016,10,9.7e-5,NA,1467
0.0,ta016,11,0.0001,NA,1462
0.0,ta016,12,0.000156,NA,1462
0.0,ta016,13,0.000109,NA,1462
0.0,ta016,14,0.000104,NA,1462
0.0,ta016,15,0.000121,NA,1434
0.05,ta016,1,9.4e-5,NA,1702
0.05,ta016,2,4.8e-5,NA,1659
0.05,ta016,3,9.9e-5,NA,1659
0.05,ta016,4,0.000179,NA,1623
0.05,ta016,5,0.000102,NA,1593
0.05,ta016,6,0.000104,NA,1567
0.05,ta016,7,0.000212,NA,1548
0.05,ta016,8,0.000285,NA,1541
0.05,ta016,9,0.000266,NA,1541
0.05,ta016,10,0.000305,NA,1541
0.05,ta016,11,0.000105,NA,1541
0.05,ta016,12,0.000102,NA,1541
0.05,ta016,13,9.8e-5,NA,1510
0.05,ta016,14,0.000115,NA,1494
0.05,ta016,15,0.000172,NA,1494
0.25,ta016,1,7.3e-5,NA,1730
0.25,ta016,2,9.2e-5,NA,1730
0.25,ta016,3,0.000124,NA,1655
0.25,ta016,4,9.4e-5,NA,1655
0.25,ta016,5,0.000122,NA,1655
0.25,ta016,6,9.3e-5,NA,1648
0.25,ta016,7,9.5e-5,NA,1643
0.25,ta016,8,9.3e-5,NA,1643
0.25,ta016,9,9.7e-5,NA,1643
0.25,ta016,10,0.000101,NA,1636
0.25,ta016,11,0.000106,NA,1624
0.25,ta016,12,9.0e-5,NA,1624
0.25,ta016,13,0.000102,NA,1624
0.25,ta016,14,0.000102,NA,1624
0.25,ta016,15,0.000102,NA,1617
0.5,ta016,1,8.9e-5,NA,1714
0.5,ta016,2,0.000128,NA,1702
0.5,ta016,3,5.4e-5,NA,1683
0.5,ta016,4,6.5e-5,NA,1676
0.5,ta016,5,5.2e-5,NA,1643
0.5,ta016,6,6.0e-5,NA,1631
0.5,ta016,7,5.2e-5,NA,1624
0.5,ta016,8,6.6e-5,NA,1617
0.5,ta016,9,0.000109,NA,1617
0.5,ta016,10,0.000103,NA,1617
0.5,ta016,11,9.7e-5,NA,1617
0.5,ta016,12,5.6e-5,NA,1610
0.5,ta016,13,5.0e-5,NA,1603
0.5,ta016,14,0.000173,NA,1603
0.5,ta016,15,0.000102,NA,1603
0.75,ta016,1,7.7e-5,NA,1835
0.75,ta016,2,5.9e-5,NA,1823
0.75,ta016,3,5.5e-5,NA,1781
0.75,ta016,4,6.0e-5,NA,1714
0.75,ta016,5,7.2e-5,NA,1707
0.75,ta016,6,6.2e-5,NA,1700
0.75,ta016,7,7.4e-5,NA,1687
0.75,ta016,8,5.3e-5,NA,1631
0.75,ta016,9,0.00012,NA,1631
0.75,ta016,10,6.1e-5,NA,1624
0.75,ta016,11,7.1e-5,NA,1617
0.75,ta016,12,9.0e-5,NA,1617
0.75,ta016,13,7.8e-5,NA,1610
0.75,ta016,14,9.3e-5,NA,1610
0.75,ta016,15,0.000109,NA,1610
1.0,ta016,1,4.8e-5,NA,1847
1.0,ta016,2,6.2e-5,NA,1835
1.0,ta016,3,0.000765,NA,1775
1.0,ta016,4,6.6e-5,NA,1768
1.0,ta016,5,0.000249,NA,1734
1.0,ta016,6,6.0e-5,NA,1704
1.0,ta016,7,0.000123,NA,1702
1.0,ta016,8,0.000111,NA,1702
1.0,ta016,9,5.4e-5,NA,1683
1.0,ta016,10,6.6e-5,NA,1676
1.0,ta016,11,7.7e-5,NA,1662
1.0,ta016,12,0.000105,NA,1662
1.0,ta016,13,5.9e-5,NA,1603
1.0,ta016,14,0.000159,NA,1603
1.0,ta016,15,0.000113,NA,1603
0.0,ta017,1,0.000181,NA,1814
0.0,ta017,2,0.0001,NA,1767
0.0,ta017,3,0.000102,NA,1760
0.0,ta017,4,0.000113,NA,1739
0.0,ta017,5,0.000111,NA,1739
0.0,ta017,6,0.000101,NA,1739
0.0,ta017,7,0.000122,NA,1692
0.0,ta017,8,0.000263,NA,1692
0.0,ta017,9,0.000127,NA,1617
0.0,ta017,10,8.9e-5,NA,1617
0.0,ta017,11,9.8e-5,NA,1617
0.0,ta017,12,0.000102,NA,1617
0.0,ta017,13,0.000105,NA,1611
0.0,ta017,14,0.000112,NA,1611
0.0,ta017,15,0.000104,NA,1611
0.05,ta017,1,0.000164,NA,1872
0.05,ta017,2,0.000109,NA,1866
0.05,ta017,3,0.000107,NA,1824
0.05,ta017,4,0.000106,NA,1708
0.05,ta017,5,9.4e-5,NA,1673
0.05,ta017,6,0.000109,NA,1661
0.05,ta017,7,9.9e-5,NA,1655
0.05,ta017,8,0.000111,NA,1655
0.05,ta017,9,0.000178,NA,1655
0.05,ta017,10,0.000105,NA,1655
0.05,ta017,11,9.6e-5,NA,1655
0.05,ta017,12,0.000102,NA,1649
0.05,ta017,13,0.000111,NA,1649
0.05,ta017,14,0.00011,NA,1649
0.05,ta017,15,0.0001,NA,1649
0.25,ta017,1,0.000102,NA,1908
0.25,ta017,2,6.0e-5,NA,1902
0.25,ta017,3,7.7e-5,NA,1896
0.25,ta017,4,0.0001,NA,1866
0.25,ta017,5,7.6e-5,NA,1804
0.25,ta017,6,0.000105,NA,1724
0.25,ta017,7,0.000126,NA,1718
0.25,ta017,8,9.3e-5,NA,1684
0.25,ta017,9,5.9e-5,NA,1678
0.25,ta017,10,9.7e-5,NA,1678
0.25,ta017,11,0.000158,NA,1678
0.25,ta017,12,0.000134,NA,1678
0.25,ta017,13,0.000102,NA,1678
0.25,ta017,14,9.1e-5,NA,1678
0.25,ta017,15,0.000108,NA,1678
0.5,ta017,1,9.3e-5,NA,1941
0.5,ta017,2,6.8e-5,NA,1905
0.5,ta017,3,6.4e-5,NA,1899
0.5,ta017,4,0.000104,NA,1788
0.5,ta017,5,0.000163,NA,1782
0.5,ta017,6,9.4e-5,NA,1655
0.5,ta017,7,8.4e-5,NA,1655
0.5,ta017,8,0.0001,NA,1655
0.5,ta017,9,0.000101,NA,1655
0.5,ta017,10,0.0001,NA,1655
0.5,ta017,11,7.4e-5,NA,1649
0.5,ta017,12,0.000108,NA,1649
0.5,ta017,13,0.000151,NA,1649
0.5,ta017,14,0.000105,NA,1649
0.5,ta017,15,9.5e-5,NA,1649
0.75,ta017,1,7.1e-5,NA,1937
0.75,ta017,2,5.6e-5,NA,1880
0.75,ta017,3,5.1e-5,NA,1868
0.75,ta017,4,5.9e-5,NA,1862
0.75,ta017,5,5.8e-5,NA,1856
0.75,ta017,6,9.4e-5,NA,1850
0.75,ta017,7,6.0e-5,NA,1844
0.75,ta017,8,9.1e-5,NA,1838
0.75,ta017,9,6.0e-5,NA,1832
0.75,ta017,10,0.000102,NA,1832
0.75,ta017,11,6.7e-5,NA,1826
0.75,ta017,12,0.000695,NA,1661
0.75,ta017,13,0.000338,NA,1661
0.75,ta017,14,7.4e-5,NA,1655
0.75,ta017,15,0.000107,NA,1655
1.0,ta017,1,5.8e-5,NA,1931
1.0,ta017,2,6.5e-5,NA,1907
1.0,ta017,3,9.8e-5,NA,1907
1.0,ta017,4,5.6e-5,NA,1874
1.0,ta017,5,5.4e-5,NA,1868
1.0,ta017,6,6.4e-5,NA,1818
1.0,ta017,7,0.00011,NA,1786
1.0,ta017,8,5.6e-5,NA,1780
1.0,ta017,9,6.3e-5,NA,1728
1.0,ta017,10,6.2e-5,NA,1722
1.0,ta017,11,5.6e-5,NA,1702
1.0,ta017,12,5.5e-5,NA,1696
1.0,ta017,13,5.5e-5,NA,1690
1.0,ta017,14,7.0e-5,NA,1684
1.0,ta017,15,0.000108,NA,1684
0.0,ta018,1,9.5e-5,NA,1832
0.0,ta018,2,9.6e-5,NA,1769
0.0,ta018,3,0.000168,NA,1743
0.0,ta018,4,0.000104,NA,1719
0.0,ta018,5,9.1e-5,NA,1707
0.0,ta018,6,9.3e-5,NA,1696
0.0,ta018,7,0.000116,NA,1684
0.0,ta018,8,9.9e-5,NA,1684
0.0,ta018,9,0.000109,NA,1684
0.0,ta018,10,0.000106,NA,1684
0.0,ta018,11,0.000105,NA,1683
0.0,ta018,12,0.000164,NA,1683
0.0,ta018,13,0.000108,NA,1683
0.0,ta018,14,0.000108,NA,1683
0.0,ta018,15,0.000109,NA,1683
0.05,ta018,1,9.8e-5,NA,1828
0.05,ta018,2,0.000116,NA,1740
0.05,ta018,3,9.9e-5,NA,1705
0.05,ta018,4,0.000121,NA,1690
0.05,ta018,5,0.000168,NA,1689
0.05,ta018,6,0.000116,NA,1689
0.05,ta018,7,9.9e-5,NA,1689
0.05,ta018,8,0.000109,NA,1683
0.05,ta018,9,0.000106,NA,1683
0.05,ta018,10,0.000108,NA,1683
0.05,ta018,11,9.7e-5,NA,1683
0.05,ta018,12,0.000106,NA,1683
0.05,ta018,13,0.000174,NA,1683
0.05,ta018,14,0.00011,NA,1683
0.05,ta018,15,9.6e-5,NA,1677
0.25,ta018,1,0.000128,NA,1826
0.25,ta018,2,9.6e-5,NA,1826
0.25,ta018,3,0.000105,NA,1805
0.25,ta018,4,6.0e-5,NA,1799
0.25,ta018,5,7.5e-5,NA,1772
0.25,ta018,6,0.000176,NA,1772
0.25,ta018,7,8.0e-5,NA,1740
0.25,ta018,8,9.6e-5,NA,1737
0.25,ta018,9,0.000122,NA,1737
0.25,ta018,10,0.000105,NA,1701
0.25,ta018,11,0.000107,NA,1701
0.25,ta018,12,9.9e-5,NA,1701
0.25,ta018,13,0.000107,NA,1695
0.25,ta018,14,0.000179,NA,1695
0.25,ta018,15,0.00011,NA,1695
0.5,ta018,1,5.8e-5,NA,1971
0.5,ta018,2,0.000106,NA,1923
0.5,ta018,3,9.1e-5,NA,1892
0.5,ta018,4,7.2e-5,NA,1843
0.5,ta018,5,9.4e-5,NA,1843
0.5,ta018,6,8.8e-5,NA,1769
0.5,ta018,7,5.7e-5,NA,1768
0.5,ta018,8,6.4e-5,NA,1742
0.5,ta018,9,9.8e-5,NA,1742
0.5,ta018,10,8.2e-5,NA,1722
0.5,ta018,11,9.4e-5,NA,1722
0.5,ta018,12,0.000121,NA,1722
0.5,ta018,13,9.3e-5,NA,1722
0.5,ta018,14,7.0e-5,NA,1683
0.5,ta018,15,0.0001,NA,1683
0.75,ta018,1,0.000101,NA,1979
0.75,ta018,2,0.000121,NA,1943
0.75,ta018,3,7.5e-5,NA,1871
0.75,ta018,4,6.3e-5,NA,1870
0.75,ta018,5,9.4e-5,NA,1848
0.75,ta018,6,0.000684,NA,1825
0.75,ta018,7,0.000236,NA,1822
0.75,ta018,8,5.8e-5,NA,1814
0.75,ta018,9,8.0e-5,NA,1792
0.75,ta018,10,6.6e-5,NA,1727
0.75,ta018,11,9.7e-5,NA,1705
0.75,ta018,12,9.5e-5,NA,1705
0.75,ta018,13,6.2e-5,NA,1690
0.75,ta018,14,8.4e-5,NA,1678
0.75,ta018,15,0.000167,NA,1678
1.0,ta018,1,5.3e-5,NA,1929
1.0,ta018,2,0.000102,NA,1929
1.0,ta018,3,8.9e-5,NA,1879
1.0,ta018,4,6.2e-5,NA,1864
1.0,ta018,5,6.3e-5,NA,1845
1.0,ta018,6,5.7e-5,NA,1828
1.0,ta018,7,6.6e-5,NA,1793
1.0,ta018,8,5.5e-5,NA,1781
1.0,ta018,9,0.00012,NA,1751
1.0,ta018,10,9.1e-5,NA,1708
1.0,ta018,11,9.3e-5,NA,1708
1.0,ta018,12,8.7e-5,NA,1708
1.0,ta018,13,8.3e-5,NA,1708
1.0,ta018,14,8.8e-5,NA,1705
1.0,ta018,15,5.9e-5,NA,1689
0.0,ta019,1,0.000105,NA,1971
0.0,ta019,2,8.6e-5,NA,1967
0.0,ta019,3,9.7e-5,NA,1860
0.0,ta019,4,0.000106,NA,1818
0.0,ta019,5,9.4e-5,NA,1818
0.0,ta019,6,8.9e-5,NA,1818
0.0,ta019,7,9.8e-5,NA,1816
0.0,ta019,8,8.8e-5,NA,1748
0.0,ta019,9,0.000115,NA,1748
0.0,ta019,10,9.1e-5,NA,1748
0.0,ta019,11,0.000107,NA,1734
0.0,ta019,12,0.000147,NA,1720
0.0,ta019,13,0.000102,NA,1720
0.0,ta019,14,9.6e-5,NA,1705
0.0,ta019,15,9.6e-5,NA,1691
0.05,ta019,1,5.5e-5,NA,1920
0.05,ta019,2,7.6e-5,NA,1876
0.05,ta019,3,8.0e-5,NA,1819
0.05,ta019,4,9.9e-5,NA,1800
0.05,ta019,5,8.4e-5,NA,1800
0.05,ta019,6,9.0e-5,NA,1764
0.05,ta019,7,0.000157,NA,1764
0.05,ta019,8,9.5e-5,NA,1761
0.05,ta019,9,8.8e-5,NA,1742
0.05,ta019,10,8.8e-5,NA,1742
0.05,ta019,11,9.0e-5,NA,1742
0.05,ta019,12,0.000108,NA,1742
0.05,ta019,13,8.0e-5,NA,1742
0.05,ta019,14,9.4e-5,NA,1742
0.05,ta019,15,8.5e-5,NA,1742
0.25,ta019,1,0.00014,NA,1931
0.25,ta019,2,5.4e-5,NA,1900
0.25,ta019,3,6.0e-5,NA,1814
0.25,ta019,4,8.8e-5,NA,1814
0.25,ta019,5,9.0e-5,NA,1814
0.25,ta019,6,7.8e-5,NA,1814
0.25,ta019,7,6.5e-5,NA,1782
0.25,ta019,8,7.6e-5,NA,1762
0.25,ta019,9,9.2e-5,NA,1762
0.25,ta019,10,8.5e-5,NA,1762
0.25,ta019,11,8.0e-5,NA,1739
0.25,ta019,12,8.7e-5,NA,1729
0.25,ta019,13,8.8e-5,NA,1729
0.25,ta019,14,0.000191,NA,1729
0.25,ta019,15,8.2e-5,NA,1726
0.5,ta019,1,5.1e-5,NA,2199
0.5,ta019,2,6.4e-5,NA,2150
0.5,ta019,3,7.0e-5,NA,2074
0.5,ta019,4,7.5e-5,NA,2060
0.5,ta019,5,4.7e-5,NA,2047
0.5,ta019,6,4.3e-5,NA,1979
0.5,ta019,7,0.000135,NA,1979
0.5,ta019,8,6.0e-5,NA,1972
0.5,ta019,9,7.9e-5,NA,1957
0.5,ta019,10,0.000108,NA,1946
0.5,ta019,11,4.3e-5,NA,1875
0.5,ta019,12,6.0e-5,NA,1846
0.5,ta019,13,8.3e-5,NA,1809
0.5,ta019,14,9.4e-5,NA,1809
0.5,ta019,15,0.000607,NA,1769
0.75,ta019,1,4.5e-5,NA,2196
0.75,ta019,2,0.000176,NA,2127
0.75,ta019,3,8.6e-5,NA,2107
0.75,ta019,4,7.8e-5,NA,2107
0.75,ta019,5,4.9e-5,NA,2092
0.75,ta019,6,4.8e-5,NA,2039
0.75,ta019,7,4.6e-5,NA,2033
0.75,ta019,8,9.1e-5,NA,2018
0.75,ta019,9,4.9e-5,NA,1954
0.75,ta019,10,7.4e-5,NA,1935
0.75,ta019,11,5.6e-5,NA,1914
0.75,ta019,12,4.3e-5,NA,1885
0.75,ta019,13,5.0e-5,NA,1879
0.75,ta019,14,4.8e-5,NA,1850
0.75,ta019,15,7.8e-5,NA,1850
1.0,ta019,1,5.7e-5,NA,2199
1.0,ta019,2,5.6e-5,NA,2141
1.0,ta019,3,4.8e-5,NA,2136
1.0,ta019,4,5.2e-5,NA,2121
1.0,ta019,5,3.8e-5,NA,2085
1.0,ta019,6,5.2e-5,NA,2072
1.0,ta019,7,3.7e-5,NA,2016
1.0,ta019,8,4.3e-5,NA,2014
1.0,ta019,9,3.2e-5,NA,1995
1.0,ta019,10,9.2e-5,NA,1974
1.0,ta019,11,7.7e-5,NA,1974
1.0,ta019,12,6.7e-5,NA,1927
1.0,ta019,13,3.3e-5,NA,1868
1.0,ta019,14,7.3e-5,NA,1868
1.0,ta019,15,4.4e-5,NA,1839
0.0,ta020,1,8.5e-5,NA,1727
0.0,ta020,2,7.4e-5,NA,1712
0.0,ta020,3,7.2e-5,NA,1685
0.0,ta020,4,7.0e-5,NA,1660
0.0,ta020,5,8.8e-5,NA,1612
0.0,ta020,6,7.6e-5,NA,1568
0.0,ta020,7,0.000136,NA,1566
0.0,ta020,8,7.5e-5,NA,1566
0.0,ta020,9,8.6e-5,NA,1556
0.0,ta020,10,7.6e-5,NA,1556
0.0,ta020,11,7.7e-5,NA,1542
0.0,ta020,12,8.0e-5,NA,1542
0.0,ta020,13,8.2e-5,NA,1530
0.0,ta020,14,7.6e-5,NA,1516
0.0,ta020,15,8.4e-5,NA,1516
0.05,ta020,1,7.9e-5,NA,1800
0.05,ta020,2,5.2e-5,NA,1773
0.05,ta020,3,0.000125,NA,1756
0.05,ta020,4,8.3e-5,NA,1756
0.05,ta020,5,8.2e-5,NA,1756
0.05,ta020,6,8.6e-5,NA,1749
0.05,ta020,7,7.5e-5,NA,1687
0.05,ta020,8,9.0e-5,NA,1680
0.05,ta020,9,7.6e-5,NA,1615
0.05,ta020,10,8.4e-5,NA,1610
0.05,ta020,11,7.7e-5,NA,1560
0.05,ta020,12,8.7e-5,NA,1541
0.05,ta020,13,0.000118,NA,1504
0.05,ta020,14,9.4e-5,NA,1504
0.05,ta020,15,8.3e-5,NA,1504
0.25,ta020,1,5.0e-5,NA,1863
0.25,ta020,2,6.9e-5,NA,1667
0.25,ta020,3,6.1e-5,NA,1589
0.25,ta020,4,7.6e-5,NA,1560
0.25,ta020,5,9.0e-5,NA,1560
0.25,ta020,6,7.4e-5,NA,1560
0.25,ta020,7,8.4e-5,NA,1560
0.25,ta020,8,7.5e-5,NA,1560
0.25,ta020,9,8.9e-5,NA,1560
0.25,ta020,10,7.8e-5,NA,1560
0.25,ta020,11,8.4e-5,NA,1557
0.25,ta020,12,8.2e-5,NA,1557
0.25,ta020,13,8.2e-5,NA,1557
0.25,ta020,14,7.6e-5,NA,1557
0.25,ta020,15,8.2e-5,NA,1557
0.5,ta020,1,5.0e-5,NA,1838
0.5,ta020,2,8.3e-5,NA,1778
0.5,ta020,3,7.5e-5,NA,1778
0.5,ta020,4,8.6e-5,NA,1760
0.5,ta020,5,4.7e-5,NA,1730
0.5,ta020,6,8.9e-5,NA,1730
0.5,ta020,7,9.2e-5,NA,1723
0.5,ta020,8,8.3e-5,NA,1723
0.5,ta020,9,0.000564,NA,1707
0.5,ta020,10,0.000244,NA,1680
0.5,ta020,11,5.0e-5,NA,1655
0.5,ta020,12,8.8e-5,NA,1623
0.5,ta020,13,8.2e-5,NA,1623
0.5,ta020,14,8.5e-5,NA,1623
0.5,ta020,15,8.1e-5,NA,1623
0.75,ta020,1,7.8e-5,NA,1811
0.75,ta020,2,4.8e-5,NA,1795
0.75,ta020,3,4.9e-5,NA,1771
0.75,ta020,4,5.5e-5,NA,1729
0.75,ta020,5,5.4e-5,NA,1715
0.75,ta020,6,4.5e-5,NA,1701
0.75,ta020,7,4.9e-5,NA,1700
0.75,ta020,8,4.8e-5,NA,1698
0.75,ta020,9,5.0e-5,NA,1694
0.75,ta020,10,4.9e-5,NA,1585
0.75,ta020,11,4.7e-5,NA,1566
0.75,ta020,12,5.0e-5,NA,1554
0.75,ta020,13,4.9e-5,NA,1523
0.75,ta020,14,8.1e-5,NA,1509
0.75,ta020,15,8.2e-5,NA,1509
1.0,ta020,1,5.3e-5,NA,1817
1.0,ta020,2,5.8e-5,NA,1814
1.0,ta020,3,5.4e-5,NA,1800
1.0,ta020,4,5.6e-5,NA,1794
1.0,ta020,5,8.0e-5,NA,1794
1.0,ta020,6,5.5e-5,NA,1790
1.0,ta020,7,4.9e-5,NA,1751
1.0,ta020,8,5.1e-5,NA,1726
1.0,ta020,9,4.9e-5,NA,1654
1.0,ta020,10,8.4e-5,NA,1654
1.0,ta020,11,7.7e-5,NA,1654
1.0,ta020,12,5.3e-5,NA,1630
1.0,ta020,13,4.8e-5,NA,1605
1.0,ta020,14,5.0e-5,NA,1588
1.0,ta020,15,5.5e-5,NA,1567
0.0,ta021,1,9.5e-5,NA,2615
0.0,ta021,2,8.2e-5,NA,2603
0.0,ta021,3,9.3e-5,NA,2534
0.0,ta021,4,7.9e-5,NA,2486
0.0,ta021,5,0.00014,NA,2485
0.0,ta021,6,8.2e-5,NA,2485
0.0,ta021,7,8.8e-5,NA,2454
0.0,ta021,8,7.9e-5,NA,2444
0.0,ta021,9,8.6e-5,NA,2444
0.0,ta021,10,7.8e-5,NA,2437
0.0,ta021,11,8.4e-5,NA,2436
0.0,ta021,12,7.8e-5,NA,2416
0.0,ta021,13,8.6e-5,NA,2416
0.0,ta021,14,8.0e-5,NA,2416
0.0,ta021,15,0.000158,NA,2407
0.05,ta021,1,8.2e-5,NA,2518
0.05,ta021,2,8.9e-5,NA,2518
0.05,ta021,3,8.1e-5,NA,2518
0.05,ta021,4,8.7e-5,NA,2445
0.05,ta021,5,8.0e-5,NA,2445
0.05,ta021,6,8.8e-5,NA,2445
0.05,ta021,7,8.2e-5,NA,2427
0.05,ta021,8,8.8e-5,NA,2427
0.05,ta021,9,0.000133,NA,2427
0.05,ta021,10,8.8e-5,NA,2427
0.05,ta021,11,8.1e-5,NA,2427
0.05,ta021,12,8.8e-5,NA,2427
0.05,ta021,13,8.0e-5,NA,2427
0.05,ta021,14,8.9e-5,NA,2425
0.05,ta021,15,4.6e-5,NA,2423
0.25,ta021,1,8.8e-5,NA,2655
0.25,ta021,2,8.1e-5,NA,2626
0.25,ta021,3,8.6e-5,NA,2599
0.25,ta021,4,8.0e-5,NA,2535
0.25,ta021,5,0.000141,NA,2535
0.25,ta021,6,8.2e-5,NA,2525
0.25,ta021,7,8.7e-5,NA,2525
0.25,ta021,8,4.3e-5,NA,2521
0.25,ta021,9,7.9e-5,NA,2504
0.25,ta021,10,7.5e-5,NA,2487
0.25,ta021,11,8.0e-5,NA,2482
0.25,ta021,12,6.0e-5,NA,2470
0.25,ta021,13,6.5e-5,NA,2463
0.25,ta021,14,0.000122,NA,2442
0.25,ta021,15,5.8e-5,NA,2440
0.5,ta021,1,5.2e-5,NA,2829
0.5,ta021,2,8.4e-5,NA,2778
0.5,ta021,3,0.000528,NA,2764
0.5,ta021,4,5.7e-5,NA,2743
0.5,ta021,5,0.00028,NA,2729
0.5,ta021,6,5.6e-5,NA,2709
0.5,ta021,7,4.5e-5,NA,2613
0.5,ta021,8,5.0e-5,NA,2584
0.5,ta021,9,8.1e-5,NA,2556
0.5,ta021,10,8.6e-5,NA,2556
0.5,ta021,11,8.1e-5,NA,2556
0.5,ta021,12,8.7e-5,NA,2543
0.5,ta021,13,4.9e-5,NA,2541
0.5,ta021,14,8.7e-5,NA,2541
0.5,ta021,15,8.1e-5,NA,2510
0.75,ta021,1,6.8e-5,NA,2807
0.75,ta021,2,0.000118,NA,2749
0.75,ta021,3,6.4e-5,NA,2733
0.75,ta021,4,5.3e-5,NA,2704
0.75,ta021,5,6.8e-5,NA,2609
0.75,ta021,6,4.7e-5,NA,2607
0.75,ta021,7,5.0e-5,NA,2574
0.75,ta021,8,7.2e-5,NA,2574
0.75,ta021,9,4.5e-5,NA,2565
0.75,ta021,10,8.4e-5,NA,2552
0.75,ta021,11,9.2e-5,NA,2552
0.75,ta021,12,4.5e-5,NA,2541
0.75,ta021,13,7.4e-5,NA,2526
0.75,ta021,14,4.1e-5,NA,2522
0.75,ta021,15,6.9e-5,NA,2498
1.0,ta021,1,4.2e-5,NA,2801
